Salary Estimate,Annual Salary,Job Title,Experience,Education,Position,Company Name,Location,Rating,Is Remote,Company Old,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time of Scrape,Time Unit
"$92,118 /yr (est.)",92118.0,Senior Principal Modeling & Simulation Engineer – Autonomous Vehicle Applications,0,1,-1,"Oshkosh Corporation
4.1", PA,4.1,0,106,10000+ Employees,1917,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$5 to $10 billion (USD),3.8,3.7,4.1,3.5,4.1,2023-06-06 00:26:02.464064,yr
"$142,000 /yr (est.)",142000.0,"Staff Software Engineer, Data Logging",0,1,-1,Latitude AI, CA,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-06 00:26:04.095002,yr
"$137,358 /yr (est.)",137358.0,"Machine Learning Engineer – 3D computer vision, Autopilot AI",0,2,-1,"Tesla
3.6", CA,3.6,0,20,10000+ Employees,2003,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$1 to $5 billion (USD),3.7,3.7,3.3,3.1,2.9,2023-06-06 00:26:08.791449,yr
"$102,431 /yr (est.)",102431.0,Engineering Software Engineer,-1,-1,-1,"Valeo
3.9", MI,3.9,0,100,10000+ Employees,1923,Company - Private,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),3.8,3.6,3.7,3.3,3.3,2023-06-06 00:26:10.484544,yr
"$95,458 /yr (est.)",95458.0,Data Engineer,5,1,1,"Ford Motor Company
4.1", MI,4.1,0,120,10000+ Employees,1903,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),3.8,4.0,3.9,3.5,3.9,2023-06-06 00:26:12.633999,yr
"$126,676 /yr (est.)",126676.0,"Associate Engineer, Analog Design Engineering",0,1,0,"Analog Devices
4.1", MA,4.1,0,58,10000+ Employees,1965,Company - Public,Electronics Manufacturing,Manufacturing,$10+ billion (USD),3.9,3.7,4.0,3.6,3.9,2023-06-06 00:26:14.436019,yr
"$104,513 /yr (est.)",104513.0,Software Engineer - Machine Learning (ML/CV/AI),3,1,1,"Skyways
3.3", TX,3.3,0,5,1 to 50 Employees,2018,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,3.8,3.1,3.8,1.0,3.1,2023-06-06 00:26:16.083954,yr
"$192,000 /yr (est.)",192000.0,Staff Systems Engineer,9,1,1,"Northrop Grumman
4.0", MD,4.0,0,84,10000+ Employees,1939,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),3.9,3.8,3.8,3.5,4.0,2023-06-06 00:26:17.679395,yr
"$77,500 /yr (est.)",77500.0,Fleet Support Engineer - Autonomous Vehicles,4,1,-1,"A Society Group
4.0", CA,4.0,0,-1,-1,-1,-1,-1,-1,-1,2.9,2.9,3.7,2.9,3.2,2023-06-06 00:26:19.437247,yr
"$50,213 /yr (est.)",50213.0,Customer Support Engineer Electrification and Autonomous Solutions - Turf & Compact Utility Tractors,0,1,1,"John Deere
4.1", NC,4.1,0,186,10000+ Employees,1837,Company - Public,Machinery Manufacturing,Manufacturing,$10+ billion (USD),3.8,4.0,4.1,3.7,4.0,2023-06-06 00:26:25.128208,yr
"$192,500 /yr (est.)",192500.0,Software Engineer - Mapping Data Software,5,1,-1,"Zoox
4.2", CA,4.2,0,9,1001 to 5000 Employees,2014,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,3.8,3.9,4.0,3.5,3.5,2023-06-06 00:26:26.780973,yr
"$91,206 /yr (est.)",91206.0,Systems Engineer,5,1,1,"Veoneer USA
4.0", MI,4.0,0,-1,-1,-1,-1,-1,-1,-1,3.7,3.7,4.0,3.4,3.9,2023-06-06 00:26:28.377381,yr
